[main] Total elements: 268435456, bytes per buffer: 1073741824, total required: 0 MB
==93012== NVPROF is profiling process 93012, command: ./bin/profile_harness --num_batches=256 --vocab_size=1048576 --kernel=radix_v1 --warmup_runs=0 --runs=1
[run] Launching kernel 'radix_v1' (run 0)
==93012== Profiling application: ./bin/profile_harness --num_batches=256 --vocab_size=1048576 --kernel=radix_v1 --warmup_runs=0 --runs=1
==93012== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
890.16ms  1.2480us                    -               -         -         -         -  4.0000KB  3.0566GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.17ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.17ms  1.2480us                    -               -         -         -         -  4.0000KB  3.0566GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.18ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.18ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.19ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.20ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.21ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.21ms  1.2800us                    -               -         -         -         -  4.0000KB  2.9802GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.22ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.23ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.24ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.24ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.25ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.25ms  1.3440us                    -               -         -         -         -  4.0000KB  2.8383GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.27ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.27ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.28ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.28ms  1.2800us                    -               -         -         -         -  4.0000KB  2.9802GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.29ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.30ms  1.2480us                    -               -         -         -         -  4.0000KB  3.0566GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.31ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.31ms  1.2470us                    -               -         -         -         -  4.0000KB  3.0591GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.32ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.33ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.34ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.34ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.35ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.35ms  1.2480us                    -               -         -         -         -  4.0000KB  3.0566GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.37ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.37ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.38ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.38ms  1.2470us                    -               -         -         -         -  4.0000KB  3.0591GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.39ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.40ms  1.1840us                    -               -         -         -         -  4.0000KB  3.2219GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.41ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.41ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.42ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.43ms  1.2800us                    -               -         -         -         -  4.0000KB  2.9802GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.44ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.44ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.45ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.46ms  1.1840us                    -               -         -         -         -  4.0000KB  3.2219GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.47ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.47ms  1.2480us                    -               -         -         -         -  4.0000KB  3.0566GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.48ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.48ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.49ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.50ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.51ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.51ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.53ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.53ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.54ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.54ms  1.4080us                    -               -         -         -         -  4.0000KB  2.7093GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.55ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.56ms  1.2480us                    -               -         -         -         -  4.0000KB  3.0566GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
890.57ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
890.57ms  1.2160us                    -               -         -         -         -  4.0000KB  3.1371GB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
